0.134313725,0.087686275,0.071529412
0.518352941,0.348980392,0.274078431
0.156392157,0.218941176,0.317019608
0.102745098,0.126823529,0.076470588
0.261372549,0.259647059,0.385137255
0.228823529,0.432196078,0.434509804
0.549019608,0.246117647,0.080588235
0.084313725,0.15027451,0.319529412
0.498117647,0.184352941,0.141215686
0.105882353,0.062745098,0.117647059
0.350196078,0.420784314,0.185137255
0.576588235,0.332313725,0.11345098
0.049372549,0.088509804,0.229843137
0.123490196,0.241333333,0.145490196
0.379764706,0.104745098,0.060745098
0.753098039,0.545921569,0.178039216
0.445058824,0.192313725,0.257176471
0.112745098,0.250509804,0.368078431
0.868588235,0.878196078,0.872588235
0.597960784,0.602941176,0.615254902
0.370941176,0.376627451,0.394
0.191098039,0.194666667,0.194745098
0.08627451,0.08627451,0.08627451
0.034,0.024941176,0.029960784
