0.245,0.21,0.252
0.862,0.769,0.945
0.301,0.602,0.997
0.171,0.276,0.229
0.48,0.693,0.998
0.351,0.98,0.872
0.895,0.455,0.298
0.243,0.524,0.998
0.837,0.387,0.569
0.196,0.214,0.481
0.516,0.827,0.383
0.933,0.632,0.294
0.169,0.388,0.986
0.178,0.527,0.353
0.645,0.219,0.29
0.949,0.879,0.386
0.817,0.544,0.998
0.215,0.716,0.999
1,1,1
0.981,0.998,0.998
0.609,0.865,0.998
0.333,0.476,0.679
0.159,0.236,0.343
0.059,0.086,0.128
