0.546,0.235,0.138
0.94,0.856,0.294
0.583,0.565,0.562
0.385,0.343,0.057
0.961,0.708,0.775
0.828,0.947,0.671
0.937,0.647,0.01
0.387,0.426,0.69
0.993,0.508,0.226
0.384,0.214,0.293
0.925,0.829,0.128
0.909,0.796,0.007
0.253,0.297,0.544
0.409,0.623,0.025
0.999,0.299,0.175
0.926,0.834,0.159
0.997,0.579,0.589
0.412,0.66,0.642
1,1,1
1,1,1
0.967,0.924,0.609
0.749,0.523,0.339
0.357,0.254,0.169
0.125,0.088,0.057
